artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,country,continent,popularity
Post Malone,One Right Now,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,1,-4.806,1,0.053,0.0,0.0755,0.688,97.014,193507,4,DEN,EU,92.0
KIDD,Buongiorno,Buongiorno,4vAReYtMpAAFK6cyTE8WkZ,0.707,0.6,7,-8.398,0,0.19,0.0,0.105,0.577,86.647,185144,5,DEN,EU,62.0
The Minds Of 99,Infinity Action,Emil,0cDHgTZcDMFyFV5gTqVxEv,0.554,0.828,2,-5.391,1,0.0519,0.000779,0.683,0.316,109.942,173187,4,DEN,EU,56.0
Shawn Mendes,It'll Be Okay,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.000146,0.0912,0.0666,78.262,222800,4,DEN,EU,90.0
GAYLE,abcdefu,abcdefu,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.0,0.367,0.415,121.932,168602,4,GER,EU,100.0
Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,GER,EU,93.0
Sido,Mit Dir,Mit Dir,2xFMvrqk99biaLQavjufta,0.823,0.446,8,-7.556,0,0.246,0.000119,0.119,0.495,114.03,169501,4,GER,EU,81.0
Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,0.728,0.783,11,-4.424,0,0.266,0.0,0.434,0.555,77.011,173381,4,GER,EU,98.0
ACRAZE,Do It To It,Do It To It,20on25jryn53hWghthWWW3,0.854,0.806,11,-8.262,0,0.0886,0.0542,0.0703,0.637,124.927,157890,4,GER,EU,96.0
Luude,Down Under (feat. Colin Hay),Down Under (feat. Colin Hay),7AVyve7cFYTd51ha5i9kE2,0.308,0.861,11,-4.112,0,0.172,0.00103,0.277,0.0386,171.966,158774,4,GER,EU,84.0
Lost Frequencies,Where Are You Now,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4,GER,EU,94.0
Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,GER,EU,95.0
Elton John,The Lockdown Sessions,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,7.25e-05,0.0915,0.934,116.032,202735,4,GER,EU,79.0
Noizy,Alles Gut,Alles Gut,3fQURzoTMXzQlHy2Wsi9mB,0.869,0.712,7,-6.11,0,0.0441,3.04e-05,0.0985,0.887,128.004,154693,4,GER,EU,72.0
Jaymes Young,Feel Something,Infinity,1SOClUWhOi8vHZYMz3GluK,0.671,0.673,11,-6.941,0,0.0444,5.29e-05,0.304,0.494,121.963,237720,4,GER,EU,95.0
Tiësto,The Motto,The Motto,18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0,0.0435,2.23e-05,0.0901,0.464,117.953,164819,4,GER,EU,92.0
Farruko,La 167,Pepas,2B4GHvToeLTOBB4QLzW3Ni,0.762,0.766,7,-3.955,1,0.0343,6.98e-05,0.128,0.442,130.001,287120,4,GER,EU,86.0
The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,GER,EU,92.0
Pajel,10von10 (Remix),10von10 - Remix,5aoj3AXkJ7K2h5r8mmD6FS,0.647,0.566,0,-7.018,0,0.49,0.0,0.131,0.641,140.078,190414,4,GER,EU,79.0
Montez,Auf & Ab,Auf & Ab,0RSZ8EmUPEN3ySfCgytPke,0.714,0.425,1,-8.064,1,0.0809,0.000105,0.115,0.316,99.034,165477,4,GER,EU,79.0
Gzuz,Grosse Freiheit,Alles Black,47gUqrCtxnDoelDa2rkwEj,0.788,0.728,11,-7.455,0,0.195,0.00322,0.113,0.399,124.896,169360,4,GER,EU,76.0
KUMMER,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),2FQRZLR31e3423Nmrgv0Pv,0.643,0.836,7,-6.724,1,0.21,0.0,0.0791,0.628,147.927,171723,4,GER,EU,79.0
Gzuz,Grosse Freiheit,Späti,0TBylB8tjwqp4YHSrwRJQQ,0.813,0.659,1,-6.093,1,0.186,0.00355,0.165,0.482,140.064,152771,4,GER,EU,68.0
Pashanim,paris freestyle (skrilla remix),paris freestyle - skrilla remix,6fuO9uk9wbjCHvQJqk2Qpx,0.745,0.506,9,-6.919,1,0.128,0.0937,0.167,0.325,145.041,105983,4,GER,EU,79.0
Kool Savas,King,King,3N0KdzIP3kDCm4SPSIl7CT,0.711,0.673,11,-5.341,1,0.303,0.0,0.254,0.605,87.064,169842,4,GER,EU,75.0
KC Rebell,Rebell Army,Mogli,40Y6lHWmWBlTAmxdKrEpQF,0.847,0.661,8,-7.996,1,0.326,8.79e-06,0.105,0.347,85.936,246427,4,GER,EU,57.0
Gzuz,Grosse Freiheit,Wenn ich will,4zj6uiKQ4oZh5Cgww2wEtx,0.821,0.656,2,-6.013,1,0.304,0.000514,0.109,0.379,99.128,131563,4,GER,EU,67.0
Lil Nas X,MONTERO,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0,0.0476,0.892,150.087,212353,4,GER,EU,90.0
Ufo361,allein allein,allein allein,0pA0BVXTONNqSldC9FdiaU,0.71,0.558,5,-8.811,0,0.343,0.00099,0.216,0.548,76.502,154600,4,GER,EU,79.0
Lil Nas X,MONTERO,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.0,0.0486,0.546,87.981,143901,4,GER,EU,93.0
Selmon,Molly (feat. Bausa),Molly (feat. Bausa),0BtIXZTbb0cczvMEvZILDJ,0.817,0.679,1,-6.469,1,0.174,3.51e-06,0.0719,0.349,154.972,159822,4,GER,EU,75.0
KC Rebell,Rebell Army,100 KM/H,6hRGUrBdquldxkBmS53wju,0.834,0.682,8,-7.339,0,0.236,0.0,0.105,0.811,142.091,189680,4,GER,EU,68.0
NGEE,Strassengeschichten,Strassengeschichten,5wTppCMe8AtTcmYX9K8apU,0.744,0.67,2,-6.282,1,0.414,1.12e-06,0.0968,0.406,126.34,166097,5,GER,EU,68.0
Jason Derulo,Acapulco,Acapulco,3eJH2nAjvNXdmPfBkALiPZ,0.774,0.792,10,-4.021,1,0.0523,0.0,0.155,0.507,122.062,139672,4,GER,EU,88.0
Adele,30,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.0,0.133,0.13,141.981,224695,4,GER,EU,91.0
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,2K7xn816oNHJZ0aVqdQsha,0.575,0.568,9,-5.509,0,0.03,0.000417,0.286,0.37,93.986,206280,4,GER,EU,90.0
Glockenbach,Brooklyn,Brooklyn,6VcBDMF2ykm5HDcJMVLRZW,0.745,0.757,10,-5.008,0,0.0459,1.52e-06,0.334,0.558,123.991,182619,4,GER,EU,76.0
FOURTY,SHOTS,SHOTS,4ek0PMXX1qyom9xTqVx3Wz,0.819,0.662,11,-5.405,0,0.0775,0.0334,0.102,0.766,150.013,162800,4,GER,EU,68.0
Ed Sheeran,=,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,2.79e-05,0.366,0.537,126.011,230747,4,GER,EU,95.0
badchieff,Ich liebe.... (feat. MAJAN),Ich liebe.... (feat. MAJAN),3ki3YXx0OtIjOZ0Plcj6KW,0.672,0.334,0,-9.034,1,0.0789,0.0,0.0899,0.432,80.086,236533,4,GER,EU,73.0
Gunna,DS4EVER,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,0.773,0.422,1,-4.572,0,0.187,0.00693,0.129,0.488,77.502,136267,1,GER,EU,77.0
LUIS,1.000 EMOTIONEN,1.000 EMOTIONEN,5bW7UeAOkE0wAeA6SOQWQc,0.573,0.705,4,-7.506,0,0.0346,0.0,0.22,0.508,157.944,197848,4,GER,EU,68.0
BoyWithUke,Toxic,Toxic,2gQPv5jvVPqU2a9HhMNO1v,0.594,0.612,8,-6.627,0,0.363,0.0,0.461,0.687,179.629,168020,4,GER,EU,93.0
RAF Camora,Zukunft 1 & 2,Blaues Licht,2Oi1IJ6JEUX1aya9VUAA1Z,0.819,0.828,8,-4.906,0,0.108,0.00611,0.258,0.693,144.953,144264,4,GER,EU,75.0
Pajel,10von10,10von10,1sa59Q9urE82MD3ELi44HN,0.655,0.624,0,-7.448,0,0.456,6.42e-06,0.107,0.488,140.083,164595,4,GER,EU,76.0
Pashanim,Sommergewitter,Sommergewitter,2H7jZg2HliuQhZjfBblLrZ,0.787,0.531,11,-10.569,0,0.101,0.00094,0.112,0.721,91.996,138533,4,GER,EU,77.0
Robin Schulz,Young Right Now,Young Right Now,0JpEMzTHbt2zBIXrntrXzG,0.539,0.708,5,-6.189,1,0.0976,0.0,0.14,0.381,123.039,186141,4,GER,EU,81.0
ART,Rubinroter Wein,Rubinroter Wein,5aYQ6eeE2qIDI4Nkp3P4DP,0.577,0.593,6,-9.341,0,0.419,0.000346,0.112,0.385,182.008,147987,4,GER,EU,76.0
Montez,Geisterstadt,Geisterstadt,0HK6kN5EjmHFxMdikQWi2b,0.91,0.436,9,-8.103,1,0.0619,3.29e-05,0.126,0.634,121.995,140385,4,GER,EU,67.0
Jamule,Blauer Himmel,Blauer Himmel,4LAI8j0ZszO14oMQwRKflU,0.777,0.578,1,-4.801,1,0.518,1.52e-05,0.0972,0.503,100.261,136811,4,GER,EU,73.0
ART,Belgisches Viertel,Belgisches Viertel,1h3d2lvISrSIV6fS89U51S,0.69,0.445,5,-8.152,1,0.381,0.00206,0.114,0.781,93.581,104613,4,GER,EU,75.0
Bozza,Grey Goose (feat. Bausa),Grey Goose (feat. Bausa),0jsGBnwk6LMD3GzonQbnT9,0.798,0.656,3,-6.677,0,0.41,0.000126,0.151,0.473,118.1,215062,4,GER,EU,66.0
Coldplay,Music Of The Spheres,My Universe,46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0,0.328,0.47,105.006,226198,4,GER,EU,87.0
Tom Odell,Long Way Down,Another Love,7jtQIBanIiJOMS6RyCx6jZ,0.442,0.538,4,-8.55,0,0.0451,2.95e-05,0.09,0.139,122.758,244360,4,GER,EU,55.0
Eladio Carrion,Sauce Boyz 2,No Te Deseo el Mal,3HQxzXOb4p9pfpD5gP38D5,0.886,0.482,7,-9.882,1,0.175,0.0,0.115,0.568,124.956,232560,4,DOM,NORTH-AM,82.0
El Alfa,Tontoron Tonton,Tontoron Tonton,6ZhHAkeaTRNPKAENP9kxx8,0.922,0.787,7,-4.785,1,0.0813,0.0402,0.159,0.189,120.007,237270,4,DOM,NORTH-AM,64.0
Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,0.639,0.703,4,-6.33,0,0.0794,1.78e-06,0.0865,0.138,169.888,207301,4,DOM,NORTH-AM,93.0
Bad Bunny,Yonaguni,Yonaguni,2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.0,0.135,0.44,179.951,206710,4,DOM,NORTH-AM,94.0
Mora,Volando (Remix),Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,0.659,0.688,6,-4.649,1,0.0673,0.0,0.113,0.632,153.979,273474,4,DOM,NORTH-AM,90.0
Anuel AA,Las Leyendas Nunca Mueren,Súbelo,3xv8JksRyqHa1lwkM9xvJf,0.625,0.754,6,-4.158,0,0.076,3.76e-05,0.109,0.746,89.888,239797,4,DOM,NORTH-AM,83.0
Yiyo Sarante,El Comienzo,Manos De Tijera,6TVQTC1FRnhet6HHfu7BYP,0.728,0.69,11,-6.49,0,0.0338,1.97e-05,0.128,0.873,153.87,227022,4,DOM,NORTH-AM,46.0
Aventura,Volví,Volví,2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.000284,0.0674,0.791,175.896,230125,4,DOM,NORTH-AM,91.0
Rvssian,Nostálgico,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9,-3.425,0,0.0489,1.74e-06,0.235,0.604,98.026,209884,4,DOM,NORTH-AM,90.0
Eladio Carrion,Sauce Boyz 2,Me Gustas Natural,1Sym1HsTqsa2pYKhYL1j15,0.721,0.426,0,-7.473,0,0.11,0.000216,0.111,0.451,127.083,170079,4,DOM,NORTH-AM,76.0
Treintisiete,3730,3730,38NWfFQynxu9Ok4Gf3xedH,0.85,0.786,11,-4.699,0,0.106,0.0251,0.0772,0.803,107.991,137778,4,DOM,NORTH-AM,58.0
Jhay Cortez,Timelezz,Ley Seca,3JCaq3KDSROg3TXhdiDa9n,0.759,0.842,8,-3.758,1,0.096,0.0,0.134,0.584,105.059,263253,4,DOM,NORTH-AM,86.0
Rauw Alejandro,VICE VERSA,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.00125,0.0878,0.511,90.02,224997,4,DOM,NORTH-AM,83.0
Rochy RD,65 Millones (En Vivo),65 Millones - En Vivo,6EuUufFoPvlh4PQi687ryG,0.836,0.805,2,-5.06,1,0.376,0.00412,0.0731,0.759,114.537,108775,4,DOM,NORTH-AM,55.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,0.731,0.573,4,-10.059,0,0.0544,5.22e-05,0.113,0.145,109.928,205090,4,DOM,NORTH-AM,86.0
Braulio Fogon,Bagre,Bagre,4dAyNv3NvYQdzvpPcpBmo6,0.828,0.936,6,-0.428,0,0.348,6.42e-05,0.215,0.807,117.961,160307,4,DOM,NORTH-AM,59.0
Nio Garcia,AM Remix,AM Remix,05bfbizlM5AX6Mf1RRyMho,0.743,0.655,6,-5.015,0,0.159,0.0,0.0764,0.785,172.031,261335,4,DOM,NORTH-AM,88.0
Braulio Fogon,Mango Piña,Mango Piña,3FJoGnTXNXkw5uXIsBfa3a,0.722,0.921,7,-0.852,0,0.41,0.0,0.0893,0.855,118.787,163374,4,DOM,NORTH-AM,57.0
Rauw Alejandro,VICE VERSA,Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,0.78,0.719,3,-3.613,0,0.0506,0.000196,0.0931,0.336,127.962,199604,4,DOM,NORTH-AM,81.0
Braulio Fogon,Di Di Di,Di Di Di,0rD5giObodw4ahrR9i4rpl,0.849,0.676,1,-8.54,1,0.371,0.0,0.0537,0.337,113.95,193639,4,DOM,NORTH-AM,60.0
Kaly Ocho,Piri Bambam,Piri Bambam,2ig60OGpxzFz9qHpXCAsNY,0.793,0.382,9,-8.571,0,0.352,0.287,0.179,0.474,125.003,174720,4,DOM,NORTH-AM,41.0
Rochy RD,Los Illuminaty,Los Illuminaty,4WOmUK3ngIuHqqdgka0DN2,0.844,0.793,10,-4.642,0,0.295,0.0,0.159,0.802,117.04,157116,4,DOM,NORTH-AM,69.0
El Alfa,Curazao,Curazao,2gMau9LsRZtWOrq5cBGywB,0.854,0.943,11,-4.876,0,0.0846,1.41e-05,0.0528,0.53,129.256,239578,4,DOM,NORTH-AM,73.0
Rauw Alejandro,VICE VERSA,Cúrame,1FlL8ycld6uVDDyhV7P5FA,0.765,0.625,9,-3.599,0,0.0548,0.00111,0.112,0.262,102.101,164706,4,DOM,NORTH-AM,85.0
Rochy RD,Uva Bombom,Uva Bombom,0ynhqjP6gIxoaGTWibGhjc,0.63,0.92,1,-1.564,0,0.4,0.000137,0.0403,0.963,227.895,136427,4,DOM,NORTH-AM,64.0
Farruko,La 167,Pepas,2B4GHvToeLTOBB4QLzW3Ni,0.762,0.766,7,-3.955,1,0.0343,6.98e-05,0.128,0.442,130.001,287120,4,DOM,NORTH-AM,86.0
Dímelo Flow,Se Le Ve,Se Le Ve,5W1qmxHrMlQGGAiFA3ZQqP,0.562,0.755,7,-4.367,0,0.112,2.25e-05,0.143,0.609,83.997,277693,4,DOM,NORTH-AM,87.0
Rauw Alejandro,VICE VERSA,2/Catorce,78QcVmzxS0wIwuC2rpAauI,0.768,0.56,3,-3.497,1,0.0859,0.000791,0.115,0.372,112.084,205714,3,DOM,NORTH-AM,74.0
Foreign Teck,Conexión,Conexión,2fpKvUg9hxiKAOLuwfEdlJ,0.635,0.682,10,-6.86,1,0.271,0.0,0.361,0.673,89.085,288282,4,DOM,NORTH-AM,74.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,120,3KJ3opyV29269SXkPrc19l,0.636,0.656,2,-5.542,0,0.0676,7.97e-06,0.287,0.439,171.918,151506,4,DOM,NORTH-AM,84.0
Tokischa,Singamo,Singamo,3rLdmhMmRqpKb7Bbzo43EI,0.833,0.881,6,-3.038,0,0.0846,0.0486,0.117,0.769,114.218,136764,4,DOM,NORTH-AM,61.0
El Alfa,Tamo en Hoja,Tamo en Hoja,3N2lSc9JXDFiE0rqKOiGIs,0.88,0.862,11,-4.697,0,0.0618,0.00656,0.082,0.582,117.017,223462,4,DOM,NORTH-AM,65.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0,0.0866,0.391,81.993,203201,4,DOM,NORTH-AM,86.0
Jay Wheeler,Platonicos,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,0.845,0.677,11,-4.798,0,0.136,0.000917,0.108,0.68,90.013,219048,4,DOM,NORTH-AM,85.0
Bad Bunny,YHLQMDLG,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,0.86,0.791,0,-4.784,1,0.0568,0.000106,0.106,0.887,92.023,175918,4,DOM,NORTH-AM,86.0
Elton John,The Lockdown Sessions,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,7.25e-05,0.0915,0.934,116.032,202735,4,DOM,NORTH-AM,79.0
J Balvin,OASIS,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,1.85e-05,0.108,0.429,176.089,242573,4,DOM,NORTH-AM,87.0
Blessd,Hecho En Medellín,Medallo,6lX6l7OuA3qrnIRfdsr0dw,0.787,0.7,4,-4.598,0,0.0768,0.00051,0.663,0.791,90.02,233453,4,DOM,NORTH-AM,91.0
El Alfa,Este Tema Maste,Este Tema Maste,2GK3qCHRnRLs3wxdvKQ3Zr,0.921,0.728,10,-6.218,0,0.11,0.0199,0.345,0.833,116.049,204828,4,DOM,NORTH-AM,65.0
El Alfa,Chupable,Chupable,5e9Otk4mv4O0DOoKjjZcG1,0.88,0.785,0,-5.751,1,0.0522,0.0543,0.0472,0.861,129.971,177000,4,DOM,NORTH-AM,64.0
KAROL G,SEJODIOTO,SEJODIOTO,704LUEih663hiE3CnyUrFW,0.822,0.736,1,-3.969,1,0.15,0.000781,0.0748,0.679,175.93,181107,4,DOM,NORTH-AM,86.0
Sebastian Yatra,Pareja Del Año,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,0.715,0.622,4,-5.102,0,0.046,0.0,0.0948,0.808,80.015,195053,4,DOM,NORTH-AM,87.0
Eladio Carrion,Sauce Boyz 2,Jóvenes Millonarios,4EbNxZ6ei9q1imUf2Hyo90,0.753,0.589,0,-7.321,1,0.223,0.00236,0.168,0.252,137.014,182190,4,DOM,NORTH-AM,69.0
Adele,30,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.0,0.133,0.13,141.981,224695,4,DOM,NORTH-AM,91.0
Braulio Fogon,Necio,Necio,73AVi7D6a8HPMOS78CYTJZ,0.865,0.917,10,-2.012,0,0.19,9.15e-06,0.491,0.789,118.869,125041,4,DOM,NORTH-AM,47.0
Eladio Carrion,Sauce Boyz 2,Claro Cristal,2N6a6lmyj9DytOAPiUB11R,0.738,0.641,6,-7.774,0,0.0545,0.000288,0.143,0.223,95.003,161684,4,DOM,NORTH-AM,69.0
Dowba Montana,Ex Bitch,Ex Bitch,5w623Ysnx6fYMjy9kvwQCa,0.928,0.663,1,-4.88,1,0.295,5.88e-05,0.091,0.732,95.482,180942,4,DOM,NORTH-AM,52.0
KAROL G,KG0516,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,0.635,0.706,5,-3.224,0,0.125,0.0,0.108,0.443,88.863,209160,4,DOM,NORTH-AM,82.0
Anuel AA,Las Leyendas Nunca Mueren,Mcgregor,5zaIVQv1oPnTa86BUmmbjz,0.705,0.572,11,-6.575,0,0.0841,0.0,0.13,0.332,112.175,283232,4,DOM,NORTH-AM,76.0
Sech,911 (Remix),911 - Remix,27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.0,0.292,0.784,93.02,208631,4,DOM,NORTH-AM,84.0
Rauw Alejandro,VICE VERSA,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.00125,0.0878,0.511,90.02,224997,4,ECU,SOUTH-AM,83.0
Bad Bunny,Yonaguni,Yonaguni,2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.0,0.135,0.44,179.951,206710,4,ECU,SOUTH-AM,94.0
Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,0.639,0.703,4,-6.33,0,0.0794,1.78e-06,0.0865,0.138,169.888,207301,4,ECU,SOUTH-AM,93.0
Blessd,Hecho En Medellín,Medallo,6lX6l7OuA3qrnIRfdsr0dw,0.787,0.7,4,-4.598,0,0.0768,0.00051,0.663,0.791,90.02,233453,4,ECU,SOUTH-AM,91.0
Ryan Castro,Monastery,Monastery,1JpzJfxjHGFUyTHXLZidok,0.811,0.5,5,-6.717,0,0.0976,0.0,0.372,0.789,178.017,189333,4,ECU,SOUTH-AM,83.0
Aventura,Volví,Volví,2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.000284,0.0674,0.791,175.896,230125,4,ECU,SOUTH-AM,91.0
Sebastian Yatra,Tacones Rojos,Tacones Rojos,0Be7sopyKMv8Y8npsUkax2,0.748,0.856,11,-3.517,0,0.0348,0.0,0.142,0.927,123.031,189320,4,ECU,SOUTH-AM,90.0
Ryan Castro,Wasa Wasa,Wasa Wasa,17jcYtUYRhpPL19fDedfTD,0.853,0.523,7,-4.463,1,0.0998,0.000128,0.149,0.629,93.992,145532,4,ECU,SOUTH-AM,80.0
zzoilo,Mon Amour (Remix),Mon Amour - Remix,5TMLavqGRKNxgzMBrVpC9R,0.748,0.761,2,-6.621,1,0.102,6.56e-06,0.0984,0.362,116.041,179940,4,ECU,SOUTH-AM,92.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,0.731,0.573,4,-10.059,0,0.0544,5.22e-05,0.113,0.145,109.928,205090,4,ECU,SOUTH-AM,86.0
Mora,Volando (Remix),Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,0.659,0.688,6,-4.649,1,0.0673,0.0,0.113,0.632,153.979,273474,4,ECU,SOUTH-AM,90.0
Ryan Castro,Jordan,Jordan,2rDZhKnPaPG054ExZ6nXUS,0.796,0.68,10,-5.555,0,0.37,0.000683,0.103,0.71,179.923,176143,4,ECU,SOUTH-AM,78.0
Bad Bunny,YHLQMDLG,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,0.86,0.791,0,-4.784,1,0.0568,0.000106,0.106,0.887,92.023,175918,4,ECU,SOUTH-AM,86.0
Dímelo Flow,Se Le Ve,Se Le Ve,5W1qmxHrMlQGGAiFA3ZQqP,0.562,0.755,7,-4.367,0,0.112,2.25e-05,0.143,0.609,83.997,277693,4,ECU,SOUTH-AM,87.0
Maluma,Sobrio,Sobrio,4HzqWEdAbzcVFDv0pvxV4w,0.762,0.77,5,-2.758,1,0.223,0.0,0.15,0.631,177.998,201181,4,ECU,SOUTH-AM,89.0
Rauw Alejandro,VICE VERSA,Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,0.78,0.719,3,-3.613,0,0.0506,0.000196,0.0931,0.336,127.962,199604,4,ECU,SOUTH-AM,81.0
Nio Garcia,AM Remix,AM Remix,05bfbizlM5AX6Mf1RRyMho,0.743,0.655,6,-5.015,0,0.159,0.0,0.0764,0.785,172.031,261335,4,ECU,SOUTH-AM,88.0
J Balvin,OASIS,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,1.85e-05,0.108,0.429,176.089,242573,4,ECU,SOUTH-AM,87.0
Bad Bunny,YHLQMDLG,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,0.9,0.603,2,-5.313,1,0.0646,4.81e-06,0.134,0.824,129.928,170972,4,ECU,SOUTH-AM,85.0
DEKKO,12x3,12x3,0HINQFSerZ6iMfSsaTO3G5,0.869,0.727,2,-4.956,1,0.121,6.97e-05,0.183,0.613,93.989,159200,4,ECU,SOUTH-AM,78.0
Alvaro Diaz,Felicilandia,Problemón,1mSviQV9iQnGSRyvTIuxAj,0.706,0.739,10,-3.753,1,0.0586,2.62e-05,0.126,0.371,91.906,192613,4,ECU,SOUTH-AM,73.0
Bad Bunny,YHLQMDLG,La Santa,69vlMrzHwATKzupwNcUPyK,0.744,0.868,1,-4.524,1,0.047,0.0,0.0822,0.586,93.037,206420,4,ECU,SOUTH-AM,84.0
Ryan Castro,Mujeriego,Mujeriego,78kygHp1dvW1kncYjBgbe1,0.758,0.621,9,-8.033,1,0.125,0.0,0.0809,0.92,79.949,142500,4,ECU,SOUTH-AM,79.0
Rvssian,Nostálgico,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9,-3.425,0,0.0489,1.74e-06,0.235,0.604,98.026,209884,4,ECU,SOUTH-AM,90.0
Carlos Cortez,Viernes 32,Se Va,2oAagniNonDt6sTAiDibeV,0.831,0.375,0,-9.354,1,0.154,2.63e-05,0.105,0.209,93.039,139355,4,ECU,SOUTH-AM,63.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.000572,0.118,0.471,92.025,130014,4,ECU,SOUTH-AM,84.0
Bad Bunny,X 100PRE,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,0.672,0.594,1,-6.813,0,0.0789,5.14e-05,0.152,0.158,171.854,169248,4,ECU,SOUTH-AM,84.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0,0.0866,0.391,81.993,203201,4,ECU,SOUTH-AM,86.0
Rauw Alejandro,VICE VERSA,Cúrame,1FlL8ycld6uVDDyhV7P5FA,0.765,0.625,9,-3.599,0,0.0548,0.00111,0.112,0.262,102.101,164706,4,ECU,SOUTH-AM,85.0
