artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,country,continent,popularity
Rauw Alejandro,VICE VERSA,2/Catorce,78QcVmzxS0wIwuC2rpAauI,0.768,0.56,3,-3.497,1,0.0859,0.000791,0.115,0.372,112.084,205714,3,PAN,NORTH-AM,74.0
Alvaro Diaz,Felicilandia,Problemón,1mSviQV9iQnGSRyvTIuxAj,0.706,0.739,10,-3.753,1,0.0586,2.62e-05,0.126,0.371,91.906,192613,4,PAN,NORTH-AM,73.0
Sebastian Yatra,Pareja Del Año,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,0.715,0.622,4,-5.102,0,0.046,0.0,0.0948,0.808,80.015,195053,4,PAN,NORTH-AM,87.0
Lil Nas X,MONTERO,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0,0.0476,0.892,150.087,212353,4,PAN,NORTH-AM,90.0
Maluma,Sobrio,Sobrio,4HzqWEdAbzcVFDv0pvxV4w,0.762,0.77,5,-2.758,1,0.223,0.0,0.15,0.631,177.998,201181,4,PAN,NORTH-AM,89.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0,0.0866,0.391,81.993,203201,4,PAN,NORTH-AM,86.0
Jay Wheeler,Platonicos,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,0.845,0.677,11,-4.798,0,0.136,0.000917,0.108,0.68,90.013,219048,4,PAN,NORTH-AM,85.0
J Balvin,OASIS,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,1.85e-05,0.108,0.429,176.089,242573,4,PAN,NORTH-AM,87.0
The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,PAN,NORTH-AM,92.0
LH,Por Ley,Por Ley,3Zb2735n7CfJ8ZwKd69O01,0.462,0.518,6,-8.323,1,0.143,0.0,0.165,0.566,83.389,251866,1,PAN,NORTH-AM,51.0
Boza,Más Negro Que Rojo,Hecha Pa' Mi,3VvA1wSxukMLsvXoXtlwWx,0.725,0.756,4,-5.013,1,0.0572,0.000685,0.103,0.828,100.07,186133,4,PAN,NORTH-AM,81.0
J Balvin,JOSE,Una Nota,7iqOIHHEmu6Vhw25GgQ2eA,0.662,0.788,3,-4.55,0,0.205,0.0,0.0559,0.711,179.876,170760,4,PAN,NORTH-AM,85.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,120,3KJ3opyV29269SXkPrc19l,0.636,0.656,2,-5.542,0,0.0676,7.97e-06,0.287,0.439,171.918,151506,4,PAN,NORTH-AM,84.0
Coldplay,Music Of The Spheres,My Universe,46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0,0.328,0.47,105.006,226198,4,PAN,NORTH-AM,87.0
El Tachi,Reset,Movie,0yqJp8j8GbUuY5mSKWk3QF,0.62,0.825,6,-5.901,0,0.0639,1.48e-06,0.369,0.482,68.057,210280,5,PAN,NORTH-AM,47.0
J Balvin,JOSE,Qué Más Pues?,6D2TCm4nf5nxAcdGJ7w3QP,0.903,0.817,8,-3.972,1,0.095,0.000311,0.242,0.732,102.014,217360,4,PAN,NORTH-AM,80.0
Bad Bunny,YHLQMDLG,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,0.86,0.791,0,-4.784,1,0.0568,0.000106,0.106,0.887,92.023,175918,4,PAN,NORTH-AM,86.0
Eladio Carrion,Sauce Boyz 2,Me Gustas Natural,1Sym1HsTqsa2pYKhYL1j15,0.721,0.426,0,-7.473,0,0.11,0.000216,0.111,0.451,127.083,170079,4,PAN,NORTH-AM,76.0
Sech,911 (Remix),911 - Remix,27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.0,0.292,0.784,93.02,208631,4,PAN,NORTH-AM,84.0
KAROL G,SEJODIOTO,SEJODIOTO,704LUEih663hiE3CnyUrFW,0.822,0.736,1,-3.969,1,0.15,0.000781,0.0748,0.679,175.93,181107,4,PAN,NORTH-AM,86.0
Boza,Ella,Ella,66S2z95FN3nUAr9S1gUIsp,0.852,0.593,6,-5.892,1,0.0702,0.168,0.154,0.87,90.002,221407,4,PAN,NORTH-AM,79.0
Adele,30,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.0,0.133,0.13,141.981,224695,4,PAN,NORTH-AM,91.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.000572,0.118,0.471,92.025,130014,4,PAN,NORTH-AM,84.0
Doja Cat,Planet Her,Woman,6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.00294,0.117,0.881,107.998,172627,4,PAN,NORTH-AM,95.0
Trueno,FEEL ME??,FEEL ME??,4kELKaXaNP4EQR8Q8xNIID,0.738,0.579,10,-5.88,0,0.0447,0.0,0.266,0.531,123.082,187332,4,PAN,NORTH-AM,84.0
Bad Bunny,X 100PRE,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,0.672,0.594,1,-6.813,0,0.0789,5.14e-05,0.152,0.158,171.854,169248,4,PAN,NORTH-AM,84.0
Rauw Alejandro,VICE VERSA,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.00125,0.0878,0.511,90.02,224997,4,PER,SOUTH-AM,83.0
Sebastian Yatra,Tacones Rojos,Tacones Rojos,0Be7sopyKMv8Y8npsUkax2,0.748,0.856,11,-3.517,0,0.0348,0.0,0.142,0.927,123.031,189320,4,PER,SOUTH-AM,90.0
Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,0.639,0.703,4,-6.33,0,0.0794,1.78e-06,0.0865,0.138,169.888,207301,4,PER,SOUTH-AM,93.0
Bad Bunny,Yonaguni,Yonaguni,2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.0,0.135,0.44,179.951,206710,4,PER,SOUTH-AM,94.0
Blessd,Hecho En Medellín,Medallo,6lX6l7OuA3qrnIRfdsr0dw,0.787,0.7,4,-4.598,0,0.0768,0.00051,0.663,0.791,90.02,233453,4,PER,SOUTH-AM,91.0
Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],4TGwERXRlyQtBdggYTHo6j,0.7,0.438,5,-5.784,0,0.0433,0.0,0.373,0.605,170.106,260000,3,PER,SOUTH-AM,88.0
Rvssian,Nostálgico,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9,-3.425,0,0.0489,1.74e-06,0.235,0.604,98.026,209884,4,PER,SOUTH-AM,90.0
Aventura,Volví,Volví,2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.000284,0.0674,0.791,175.896,230125,4,PER,SOUTH-AM,91.0
zzoilo,Mon Amour (Remix),Mon Amour - Remix,5TMLavqGRKNxgzMBrVpC9R,0.748,0.761,2,-6.621,1,0.102,6.56e-06,0.0984,0.362,116.041,179940,4,PER,SOUTH-AM,92.0
Maluma,Sobrio,Sobrio,4HzqWEdAbzcVFDv0pvxV4w,0.762,0.77,5,-2.758,1,0.223,0.0,0.15,0.631,177.998,201181,4,PER,SOUTH-AM,89.0
DEKKO,12x3,12x3,0HINQFSerZ6iMfSsaTO3G5,0.869,0.727,2,-4.956,1,0.121,6.97e-05,0.183,0.613,93.989,159200,4,PER,SOUTH-AM,78.0
Rauw Alejandro,VICE VERSA,Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,0.78,0.719,3,-3.613,0,0.0506,0.000196,0.0931,0.336,127.962,199604,4,PER,SOUTH-AM,81.0
Alvaro Diaz,Felicilandia,Problemón,1mSviQV9iQnGSRyvTIuxAj,0.706,0.739,10,-3.753,1,0.0586,2.62e-05,0.126,0.371,91.906,192613,4,PER,SOUTH-AM,73.0
Dímelo Flow,Se Le Ve,Se Le Ve,5W1qmxHrMlQGGAiFA3ZQqP,0.562,0.755,7,-4.367,0,0.112,2.25e-05,0.143,0.609,83.997,277693,4,PER,SOUTH-AM,87.0
Marc Seguí,Tiroteo (Remix),Tiroteo - Remix,4OwhwvKESFtuu06dTgct7i,0.75,0.522,9,-7.018,1,0.0293,0.0,0.0743,0.601,110.427,321556,4,PER,SOUTH-AM,87.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,0.731,0.573,4,-10.059,0,0.0544,5.22e-05,0.113,0.145,109.928,205090,4,PER,SOUTH-AM,86.0
Mora,Volando (Remix),Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,0.659,0.688,6,-4.649,1,0.0673,0.0,0.113,0.632,153.979,273474,4,PER,SOUTH-AM,90.0
J Balvin,JOSE,Qué Más Pues?,6D2TCm4nf5nxAcdGJ7w3QP,0.903,0.817,8,-3.972,1,0.095,0.000311,0.242,0.732,102.014,217360,4,PER,SOUTH-AM,80.0
KAROL G,SEJODIOTO,SEJODIOTO,704LUEih663hiE3CnyUrFW,0.822,0.736,1,-3.969,1,0.15,0.000781,0.0748,0.679,175.93,181107,4,PER,SOUTH-AM,86.0
Rauw Alejandro,VICE VERSA,Cúrame,1FlL8ycld6uVDDyhV7P5FA,0.765,0.625,9,-3.599,0,0.0548,0.00111,0.112,0.262,102.101,164706,4,PER,SOUTH-AM,85.0
Boza,Ella (Remix),Ella - Remix,7iHHlCbsFou5DZSW5HCPfs,0.747,0.812,3,-4.274,0,0.111,0.000131,0.174,0.884,180.062,330478,4,PER,SOUTH-AM,87.0
TINI,Miénteme,Miénteme,0cOa970mzTWAxKtltpkpLc,0.85,0.541,2,-4.522,1,0.0674,5.01e-06,0.286,0.916,92.003,165275,4,PER,SOUTH-AM,87.0
Nio Garcia,AM Remix,AM Remix,05bfbizlM5AX6Mf1RRyMho,0.743,0.655,6,-5.015,0,0.159,0.0,0.0764,0.785,172.031,261335,4,PER,SOUTH-AM,88.0
TINI,Bar,Bar,0lJE8f0lx8mUSfMyxeYpiC,0.523,0.691,1,-3.802,1,0.0833,0.0,0.327,0.677,94.148,160213,4,PER,SOUTH-AM,87.0
Sebastian Yatra,Pareja Del Año,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,0.715,0.622,4,-5.102,0,0.046,0.0,0.0948,0.808,80.015,195053,4,PER,SOUTH-AM,87.0
Bad Bunny,YHLQMDLG,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,0.86,0.791,0,-4.784,1,0.0568,0.000106,0.106,0.887,92.023,175918,4,PER,SOUTH-AM,86.0
Tiago PZK,Entre Nosotros,Entre Nosotros,6w8yBI2vthyN9UnwO4UBWb,0.729,0.513,5,-6.345,0,0.0455,1.1e-06,0.137,0.789,170.064,192353,3,PER,SOUTH-AM,86.0
Randy,"Romances de una Nota 2021, Vol.2",23 (With Ape Drums),4vv8wcnT04GHHbUCFBAiHF,0.828,0.724,6,-3.555,0,0.0715,1.68e-06,0.468,0.896,96.058,167504,4,PER,SOUTH-AM,81.0
Farruko,La 167,Pepas,2B4GHvToeLTOBB4QLzW3Ni,0.762,0.766,7,-3.955,1,0.0343,6.98e-05,0.128,0.442,130.001,287120,4,PER,SOUTH-AM,86.0
Wisin,Buenos Días,Buenos Días,2MxHuZWC99rsELX9SrCW7K,0.679,0.806,8,-4.226,1,0.0517,0.0,0.0847,0.966,171.915,199827,4,PER,SOUTH-AM,80.0
Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,0.728,0.783,11,-4.424,0,0.266,0.0,0.434,0.555,77.011,173381,4,PER,SOUTH-AM,98.0
J Balvin,JOSE,Una Nota,7iqOIHHEmu6Vhw25GgQ2eA,0.662,0.788,3,-4.55,0,0.205,0.0,0.0559,0.711,179.876,170760,4,PER,SOUTH-AM,85.0
Jay Wheeler,Platonicos,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,0.845,0.677,11,-4.798,0,0.136,0.000917,0.108,0.68,90.013,219048,4,PER,SOUTH-AM,85.0
Tiago PZK,Salimo de Noche,Salimo de Noche,6P096SaOzrgGxs8NWOfX7M,0.669,0.628,2,-4.177,1,0.0526,1.83e-05,0.124,0.784,83.803,177857,4,PER,SOUTH-AM,89.0
Natalia Lafourcade,Hasta la Raíz (Edición Especial),Hasta la Raíz,3lGMtkONrZdJ8kTCg6KIFf,0.585,0.643,3,-8.392,1,0.0395,0.000306,0.144,0.592,152.98,221800,3,PER,SOUTH-AM,85.0
Justin Quiles,La Última Promesa,Colorín Colorado,2YZDh5CecWx0qlFiTvqVQ9,0.677,0.813,6,-4.01,0,0.187,0.0,0.18,0.573,169.844,194989,4,PER,SOUTH-AM,84.0
Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",2Gq636OOGgxCTqEuzCZhsa,0.656,0.823,1,-3.059,0,0.315,0.0,0.103,0.755,96.474,160000,4,PER,SOUTH-AM,89.0
J Balvin,OASIS,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,1.85e-05,0.108,0.429,176.089,242573,4,PER,SOUTH-AM,87.0
Rauw Alejandro,VICE VERSA,Aquel Nap ZzZz,5bQLsyTrUaMQRfr6whwGe5,0.457,0.495,4,-6.044,1,0.0797,0.000228,0.109,0.311,79.513,295039,4,PER,SOUTH-AM,80.0
Bad Bunny,YHLQMDLG,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,0.9,0.603,2,-5.313,1,0.0646,4.81e-06,0.134,0.824,129.928,170972,4,PER,SOUTH-AM,85.0
Adolescent's Orquesta,Ahora Más Que Nunca,Virgen,6srBp90EwADKAF7PorGiUC,0.662,0.776,8,-4.707,1,0.0457,0.000411,0.106,0.724,90.838,271766,4,PER,SOUTH-AM,79.0
Justin Quiles,La Última Promesa,Loco,6b2HYgqcK9mvktt4GxAu72,0.771,0.885,8,-3.66,1,0.0508,0.0,0.0918,0.826,128.031,231604,4,PER,SOUTH-AM,75.0
Rauw Alejandro,VICE VERSA,2/Catorce,78QcVmzxS0wIwuC2rpAauI,0.768,0.56,3,-3.497,1,0.0859,0.000791,0.115,0.372,112.084,205714,3,PER,SOUTH-AM,74.0
Bad Bunny,YHLQMDLG,La Santa,69vlMrzHwATKzupwNcUPyK,0.744,0.868,1,-4.524,1,0.047,0.0,0.0822,0.586,93.037,206420,4,PER,SOUTH-AM,84.0
Jhay Cortez,Timelezz,Ley Seca,3JCaq3KDSROg3TXhdiDa9n,0.759,0.842,8,-3.758,1,0.096,0.0,0.134,0.584,105.059,263253,4,PER,SOUTH-AM,86.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0,0.0866,0.391,81.993,203201,4,PER,SOUTH-AM,86.0
Camilo,Índigo,Índigo,4knc1Fp3kbuq8bH2byOvLu,0.748,0.779,0,-6.659,1,0.0342,3.96e-05,0.113,0.928,128.91,214933,4,PER,SOUTH-AM,86.0
Trueno,Dance Crip,DANCE CRIP,1kjs5eR4DMzyB0gm1Z8waV,0.857,0.766,0,-3.699,1,0.0978,0.0,0.0817,0.864,106.024,165019,4,PER,SOUTH-AM,88.0
Sech,911 (Remix),911 - Remix,27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.0,0.292,0.784,93.02,208631,4,PER,SOUTH-AM,84.0
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.000572,0.118,0.471,92.025,130014,4,PER,SOUTH-AM,84.0
Zack Tabudlo,Pano,Pano,08MFgEQeVLF37EyZ7jcwLc,0.375,0.457,3,-7.018,1,0.0315,0.0145,0.191,0.415,174.839,254400,3,PHI,ASIA,81.0
Zack Tabudlo,Episode,Habang Buhay,63bmIgH9sS6sX5Sc7MetGq,0.62,0.668,9,-5.719,1,0.0305,0.0,0.362,0.183,118.013,244068,4,PHI,ASIA,75.0
NIKI,Every Summertime,Every Summertime,68HocO7fx9z0MgDU0ZPHro,0.628,0.676,6,-4.227,1,0.0424,6.94e-05,0.0978,0.723,78.996,215687,4,PHI,ASIA,87.0
Arthur Nery,Pagsamo,Pagsamo,34YfLWuoxLEcvJQNxdI9P2,0.644,0.315,6,-9.382,1,0.0339,0.00162,0.0962,0.356,60.001,297002,4,PHI,ASIA,81.0
Adie,Paraluman,Paraluman,5Hm2MJQ4ECvQmH5QWCMQrR,0.519,0.246,5,-13.85,1,0.0396,2.35e-06,0.0946,0.108,90.121,312320,4,PHI,ASIA,79.0
NOBITA,Ikaw Lang,Ikaw Lang,16iRlyUMJVPqz62DlomMre,0.513,0.38,11,-11.091,1,0.0336,0.0,0.0924,0.323,120.952,263500,4,PHI,ASIA,80.0
Adie,Tahanan,Tahanan,0R14hunYxRvkNZue5WL4Oc,0.394,0.366,3,-10.855,1,0.031,1.05e-06,0.315,0.3,109.862,293727,4,PHI,ASIA,78.0
Adele,30,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.0,0.133,0.13,141.981,224695,4,PHI,ASIA,91.0
Al James,PSG,PSG,0xaKCWpX4CBSqwh7CQa4EG,0.789,0.426,2,-13.166,1,0.0824,0.0388,0.105,0.529,119.984,180000,4,PHI,ASIA,72.0
Lin-Manuel Miranda,Encanto (Original Motion Picture Soundtrack),We Don't Talk About Bruno,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0,-8.516,0,0.0834,0.0,0.111,0.83,205.863,216120,4,PHI,ASIA,95.0
Justin Bieber,Justice,Ghost,6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,2.91e-05,0.415,0.441,153.96,153190,4,PHI,ASIA,91.0
Zack Tabudlo,Episode,Binibini,55RMhrPQYA6vLu5YMgXxFD,0.642,0.374,5,-10.606,1,0.032,1.54e-06,0.435,0.0979,129.863,221538,4,PHI,ASIA,71.0
Because,Heartbreak SZN 2,BMW,62aa4ZnQGgF8gXzzvWRJhG,0.758,0.39,1,-9.799,1,0.0485,0.0,0.099,0.238,117.048,168205,4,PHI,ASIA,77.0
The Walters,I Love You So,I Love You So,4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0.0,0.115,0.466,75.977,160240,4,PHI,ASIA,93.0
Taylor Swift,Red (Taylor's Version),All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.0,0.088,0.205,93.023,613027,4,PHI,ASIA,92.0
GAYLE,abcdefu,abcdefu,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.0,0.367,0.415,121.932,168602,4,PHI,ASIA,100.0
Zack Tabudlo,Nangangamba,Nangangamba,1dcNEEtODRVZEevQ20Cgmy,0.62,0.547,1,-6.772,1,0.0248,0.0,0.19,0.208,98.032,210355,4,PHI,ASIA,77.0
The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,PHI,ASIA,92.0
ENHYPEN,DIMENSION : ANSWER,Polaroid Love,5elW2CKSoqjYoJ32AGDxf1,0.738,0.67,7,-3.766,0,0.0439,0.0,0.361,0.651,138.055,184602,4,PHI,ASIA,83.0
V,"Our Beloved Summer (Original Television Soundtrack), Pt. 5",Christmas Tree,186NCtNk1tUYS7c2DxgJ7O,0.437,0.384,5,-8.384,1,0.042,2.33e-05,0.121,0.181,139.009,209947,4,PHI,ASIA,87.0
Coldplay,Music Of The Spheres,My Universe,46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0,0.328,0.47,105.006,226198,4,PHI,ASIA,87.0
Bruno Major,To Let A Good Thing Die,Nothing,2IAR0DziHCjSu16gR4ihvy,0.555,0.27,2,-15.892,1,0.0884,0.536,0.103,0.274,139.691,162797,3,PHI,ASIA,87.0
Taylor Swift,Speak Now,Enchanted,04S1pkp1VaIqjg8zZqknR5,0.535,0.618,8,-3.913,1,0.0273,0.000388,0.169,0.228,81.975,352200,4,PHI,ASIA,84.0
Jamie Miller,Here's Your Perfect,Here's Your Perfect,2aTKrdenCq5qBOoJPFdn4P,0.558,0.454,6,-5.335,1,0.0551,0.0,0.146,0.424,113.12,158594,4,PHI,ASIA,83.0
Arthur Nery,Isa lang,Isa lang,1MlQobUd4mVrouZ57qXQ9t,0.338,0.465,6,-8.445,0,0.101,0.0,0.0798,0.372,82.477,269256,4,PHI,ASIA,73.0
mrld,Ligaya,Ligaya,3sJKnpDvliJ9OH4cORjatB,0.458,0.533,0,-5.249,1,0.0381,0.0,0.114,0.343,149.832,248800,4,PHI,ASIA,73.0
Pamungkas,Flying Solo,To the Bone,3pCt2wRdBDa2kCisIdHWgF,0.668,0.727,7,-6.55,0,0.027,1.9e-05,0.1,0.939,139.991,344571,4,PHI,ASIA,81.0
dhruv,rapunzel,double take,0QzuaeCEEOV40Pn7IvKEny,0.656,0.436,8,-11.141,1,0.0744,0.0,0.221,0.196,109.239,171743,4,PHI,ASIA,71.0
Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,PHI,ASIA,93.0
Zack Tabudlo,Episode,Give Me Your Forever,4mzP5mHkRvGxdhdGdAH7EJ,0.627,0.363,8,-8.127,1,0.0291,0.0,0.0928,0.301,99.905,244800,4,PHI,ASIA,78.0
Clinton Kane,I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0,-6.577,1,0.0351,1.77e-05,0.149,0.223,77.213,204094,4,PHI,ASIA,86.0
NIKI,lowkey,lowkey,5TTXEcfsYLh6fTarLaevTi,0.752,0.494,0,-8.18,1,0.0559,0.0,0.0869,0.227,117.901,171356,4,PHI,ASIA,78.0
Charlie Puth,Light Switch,Light Switch,1BSMpVGWs3v5BZKnAQziAc,0.69,0.626,6,-5.693,1,0.306,0.000335,0.0881,0.912,184.009,185681,4,PHI,ASIA,87.0
Arthur Nery,Letters Never Sent,Higa,63qA4ydokzNOFpsaNlsYsC,0.657,0.337,9,-10.546,1,0.0433,0.0,0.106,0.183,125.057,245760,4,PHI,ASIA,74.0
Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,0.728,0.783,11,-4.424,0,0.266,0.0,0.434,0.555,77.011,173381,4,PHI,ASIA,98.0
IVE,ELEVEN,ELEVEN,7n2FZQsaLb7ZRfRPfEeIvr,0.828,0.731,9,-3.033,1,0.111,0.0,0.048,0.587,119.978,178453,4,PHI,ASIA,88.0
Lin-Manuel Miranda,"Surface Pressure (From ""Encanto"")","Surface Pressure - From ""Encanto""/Soundtrack Version",6K5ph5mq1qprHae3TrgTj5,0.65,0.584,2,-8.286,1,0.307,1.54e-06,0.042,0.37,180.088,202227,4,PHI,ASIA,50.0
NOBITA,Unang Sayaw,Unang Sayaw,4iRRAvxPPWXQp3mV1rAbPF,0.5,0.397,9,-11.653,1,0.0557,0.0,0.126,0.375,180.045,278008,3,PHI,ASIA,73.0
Ruth B.,Safe Haven,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0,0.0864,0.454,116.959,233720,3,PHI,ASIA,90.0
Doja Cat,Planet Her,Woman,6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.00294,0.117,0.881,107.998,172627,4,PHI,ASIA,95.0
Janine Teñoso,Pelikula,Pelikula,5CHxZuUwZqeK7WU4fAQ0ub,0.676,0.259,6,-12.127,1,0.0598,2.36e-05,0.115,0.314,75.031,204693,4,PHI,ASIA,73.0
Elton John,The Lockdown Sessions,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,7.25e-05,0.0915,0.934,116.032,202735,4,PHI,ASIA,79.0
Arthur Nery,Happy w u (feat. Jason Dhakal),Happy w u (feat. Jason Dhakal),1n94XVEMS40MCW52AyLGDs,0.596,0.182,6,-16.004,1,0.0378,0.0,0.0909,0.268,111.734,280714,3,PHI,ASIA,73.0
LISA,LALISA,MONEY,7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,6.12e-05,0.152,0.396,140.026,168228,4,PHI,ASIA,89.0
Skusta Clee,Lagi,Lagi,2aw9gph33z3qCtAD6pmTPx,0.595,0.34,5,-7.713,1,0.0279,0.0,0.112,0.448,94.989,214500,4,PHI,ASIA,73.0
SZA,I Hate U,I Hate U,5dXWFMwD7I7zXsInONVl0H,0.535,0.388,7,-9.805,0,0.155,0.0,0.11,0.412,106.703,174000,5,PHI,ASIA,91.0
TWICE,Formula of Love: O+T=<3,The Feels,1qE8DOtw7zdXHMgZm20eLM,0.808,0.903,9,-2.179,1,0.0729,0.0,0.0816,0.922,120.044,198053,4,PHI,ASIA,71.0
Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,Love Grows (Where My Rosemary Goes),5Ts1DYOuouQLgzTaisxWYh,0.568,0.824,9,-4.613,1,0.0299,0.0,0.0855,0.753,108.625,174760,4,PHI,ASIA,86.0
Bruno Mars,An Evening With Silk Sonic,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,0.627,0.618,2,-8.529,1,0.0437,0.0,0.351,0.848,82.03,197443,4,PHI,ASIA,81.0
Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,0.578,0.537,9,-8.676,1,0.0832,0.0,0.076,0.25,83.909,201539,4,PHI,ASIA,84.0
SB Maffija,Lawenda,Lawenda,7Fb37ne4vxVeOl6UmPuhCr,0.644,0.478,9,-10.407,1,0.0491,0.0,0.127,0.606,74.937,211873,4,POL,EU,78.0
SB Maffija,Parapetówa,Parapetówa,4ycYGkJdkPXZt7lTAfrr1p,0.767,0.645,2,-6.91,1,0.175,9.73e-06,0.105,0.667,76.541,273448,4,POL,EU,76.0
SB Maffija,Droga Pani,Droga Pani,59m4GjEMNhkZS4WgiPa68J,0.857,0.724,9,-6.826,1,0.279,0.0,0.378,0.865,150.059,188800,4,POL,EU,74.0
SB Maffija,Agrest i bez,Agrest i bez,6qCbsQFTuFIvlbS3uVEbfu,0.729,0.496,7,-8.257,0,0.0718,0.0,0.298,0.855,141.806,239030,4,POL,EU,75.0
SB Maffija,Doba hotelowa,Doba hotelowa,1yuEZvNfJyeVmk7w2HmBx5,0.771,0.651,7,-4.846,1,0.191,0.0,0.0778,0.635,147.013,214660,4,POL,EU,74.0
