id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,popularity
79iqsHovvhpiecABN1zA7D,Conducted Improvisation Piece No. 4 -,Two Forms of Multitudes: Conducted Improvisations,2HmzJPE9rryB8DN2gaRX2s,"['Moe! Staiano', ""Moe! Staiano's MOE!KESTRA!""]","['1SyQHq85cCZLxESy3TgnqS', '4ju5SMovVJsDhyTrXIQhUf']",10,1,False,0.184,0.347,9,-12.914,0,0.065,0.532,0.3779999999999999,0.1989999999999999,0.1639999999999999,91.733,552267,4.0,2003,2003-01-01,0
1yoOKw95Ut0jhfmuIRlxT0,"Trio Sonata in G Minor, Op. 1 No. 1, RV 73: II. Allemanda",Baroque Favorites,3rkByQI9pvrAOh3hGtkjC7,"['Antonio Vivaldi', 'Jaap Schröder', 'Stanley Ritchie', 'Helicon', 'Albert Fuller']","['2QOIawHpSlOwXDvSqQ9YJR', '3zg3yScrOKx6SSFcvJPNav', '0mAtyok1rkFRLkdYjMwGeb', '507rR7806mu7DONETowPmo', '6tLITGhns7WtHezO0kawCI']",5,2,False,0.486,0.188,6,-23.487,0,0.0493,0.7490000000000001,4.2e-06,0.126,0.3229999999999999,102.979,145400,4.0,2012,2012-03-01,1
5OE20eTu6AOXVisEc4E8ZK,The Vanishing Pavilions Suite: XIII. —,Hersch Plays Hersch: Suite from the Vanishing Pavilions (Live),5BdpYlcjX4jzx3w2Qkn55g,['Michael Hersch'],['2U5btKrsOM3UMyVrm7MNMs'],13,1,False,0.521,0.000998,7,-30.029,0,0.0962,0.8190000000000001,0.962,0.102,0.0,130.55100000000002,54133,4.0,2013,2013-05-28,0
0mrgV7HrNvv005ujwijHhb,Doves,Doves - Single,43Sk8rtwLgu9HXFo1Kbjk7,['The Black Angels'],['0VNWuGf8SMVU2AerpdhMbP'],1,1,False,0.375,0.8170000000000001,2,-7.108,1,0.0452,0.000392,0.513,0.113,0.3389999999999999,138.762,269787,4.0,2008,2008-12-22,6
3TRTcwJoe7ZriHNCGfAsxP,In My Lonely Life,The Best (English Edition),394IKbp33Xd84OGY7d4SVc,['Sergey Lazarev'],['69GGH3fqk8waBkpDJ5C2mK'],2,1,False,0.62,0.974,8,-2.301,0,0.0536,0.0017,0.0073799999999999,0.0779,0.852,122.069,225231,4.0,2015,2015-10-23,25
3503ibwlyy9bV6mVJ2kjck,Playa,Niggas Get Shot Everyday,3hZ9rRxfEHph7Tk6B7QikU,['Young Dolph'],['3HiuzBlSW7pGDXlSFMhO2g'],5,1,False,0.83,0.6509999999999999,8,-4.875,0,0.0967,0.102,0.0,0.0999,0.371,141.989,164224,4.0,2018,2018-02-16,6
1re98b0FfIAZK5zJn6GiM9,Man Made,Mixre Presents : The Man Made Complication,7IahFUWsxPvWQtBw50oFqN,"['Jay Bizzy, White Mic & Mixre']",['3CqoEmbEQuot2vNkdbx54R'],7,1,False,0.865,0.508,11,-8.538,0,0.461,0.3289999999999999,0.0,0.395,0.928,88.93700000000004,205027,4.0,2008,2008-01-01,0
7n5R3ZEZra5FJDgy3W8rj2,Someday Came Today,Turtle Wings,1ehW9rzrfAtWoZr6H4ez14,['Valerie Smith'],['4hLfpKmfEqJU0V2ez8mXN1'],10,1,False,0.679,0.267,0,-9.574,1,0.0286,0.74,0.0,0.0865,0.295,124.828,183933,3.0,2000,2000,0
1CtDcFsl8urO034qh17g88,The Weasel - Live on Bob and Tom,Treated and Released,3K9MIANd4iRz6bdVVekL1b,['Heywood Banks'],['4h6EtEdhJDdIzJVnah7lhh'],13,1,False,0.733,0.8270000000000001,9,-9.05,1,0.1889999999999999,0.506,0.0,0.82,0.569,120.148,256507,4.0,1992,1992-03-02,2
7r4O1HDk1zr4wZYmAXHnW4,Something for Nothing,A Tiger Dancing,3Jnm8wG6GVvmvxnWLQPLfz,['Heiruspecs'],['62722LybI6liv967te6t3s'],1,1,False,0.785,0.4539999999999999,11,-8.06,1,0.387,0.0314,0.00108,0.083,0.723,96.775,237333,4.0,2004,2004-09-28,7
5d0XqPBxjYwwI03Z7MOSoS,La Bohème: Act I: Mi chiamano Mimì,Puccini: La Bohème,77M2rzaZ4Z1KABal7gYDZl,"['Giacomo Puccini', 'Montserrat Caballé', 'Plácido Domingo', 'Sir Georg Solti', 'London Philharmonic Orchestra']","['0OzxPXyowUEQ532c9AmHUR', '6oGu0NZWy8gJ18wggybFqH', '4pU3BpenOZFEBzORx2YBJW', '0dicUFoK5LIbqu6OoHu8VH', '3PfJE6ebCbCHeuqO4BfNeA']",11,1,False,0.162,0.0386,2,-23.675,1,0.0516,0.974,9.06e-05,0.159,0.0383,169.36700000000005,279600,4.0,1974,1974,2
0754Up2bpFJsLLYaRcAOqf,"Rhapsody on a Theme of Paganini, Op. 43: Variation VIII: Tempo I",Van Cliburn In Moscow,2CMCp2H1OYPTQybER7MPoT,"['Sergei Rachmaninoff', 'Johannes Brahms', 'Van Cliburn', 'Kirill Kondrashin']","['0Kekt6CKSo0m5mivKcoH51', '5wTAi7QkpP6kp8a54lmTOq', '1RMjtNqKOM6V36EngDqEBw', '1nBRaXFNbBFqcFNeB1AMg2']",10,1,False,0.5429999999999999,0.48,2,-14.254,0,0.0316,0.99,0.8370000000000001,0.151,0.858,142.709,37867,4.0,1994,1994-06-23,1
7ECv8XfjF66TfJY7sMqOl7,Defensive Personalities - Spiritual Healing- Studio Instrumentals,Spiritual Healing,01N3tlCCUZWmhAI73e6iid,['Death'],['4f5V3PQ66nIrBCqugJtaGn'],7,2,False,0.28,0.821,7,-12.149,1,0.0348,1.68e-06,0.959,0.2239999999999999,0.155,99.867,287853,3.0,1990,1990,9
7ISz0TkUYDvBPY46xKMcgl,John Jacob Jingleheimer Schmidt,Summer Camp Sing-Along,2yf3YWOZDTFpUGmWvDpggE,['Sing n Play'],['3at1vTRcH8tM7ZmnGXyiZs'],20,1,False,0.65,0.518,0,-7.12,1,0.0287,0.611,0.0,0.16,0.865,140.201,141507,4.0,2013,2013-01-01,0
2SIkcB2GAgd9I6JrS7kfWh,Break - Original,Invisible 012,6QCTapAjYTYTsZiiX2pYt8,['Subtension'],['4xNDDaAV2pGlGqLYQ88qaP'],3,1,False,0.375,0.988,2,-5.596,1,0.0734,6.48e-05,0.831,0.0804,0.0287,170.053,254118,4.0,2014,2014-12-08,2
3Ehu6JzePF1MksnKJda1cL,Rotating In Unison,Put Your Head Above The Parakeets,6SJSwXUsU7XAuI32YfX2iC,['HAAi'],['0pkLgeB9j465x1QB2kRoy4'],2,1,False,0.49,0.65,11,-12.033,0,0.0407,0.0209,0.8220000000000001,0.0994,0.0328,129.94799999999998,301154,4.0,2020,2020-09-18,22
3tnlmNRsYouqJo5cz0TI3l,Cold All The Time,Thunderbird,7yPJEYN9usVoEHT6WScaqA,['Irene Kelley'],['23HcZ91h1agwBsyrwhrDvy'],3,1,False,0.631,0.425,11,-9.392,1,0.0257,0.721,6e-06,0.106,0.401,112.398,258573,4.0,2006,2006-05-31,0
4cYcpuxbaovuGkTVUhSMBu,Sarah and Sandra,This Way,2XHVl2IqMUKQ86GkPBMFjS,['Sheila Mac Donald'],['6Ro9ztgVmXSB6hgGSRZfPW'],10,1,False,0.638,0.16,2,-10.932,1,0.0362,0.954,3.38e-06,0.1159999999999999,0.4639999999999999,137.099,163000,3.0,2010,2010-01-21,0
6enD54U4yIcQhj21Es3zTR,Elektro Walk,Swan Princess,2nelWLBys8pS7kFCu66erm,['Psybolord'],['0IXBv1o2XS5XavQ8GTArDG'],7,1,False,0.763,0.965,2,-5.222,1,0.0382,0.00125,0.873,0.06,0.37,128.009,297250,4.0,2019,2019-01-31,0
2eS4N13Z3vtDfyi7ZbpQ75,Sleeper's Island,New Fathoms Down,35QijE03GnRgffl54YudbS,['Onward'],['30bBjfJvDdX9Fyt07xS8wJ'],5,1,False,0.386,0.967,6,-4.378,1,0.107,0.00763,0.0125,0.4320000000000001,0.1669999999999999,105.98,258333,4.0,2018,2018-12-18,0
3JrT85Z5kr8pibFaCClGOL,"Soldiers at War Feat. Kon Juan, Big Scoob, Short Nutty, L.V.",Calm Before the Storm,4x1bVxjnWtyPIqI52Hbwdc,['Tech N9ne'],['6UBA15slIuadJ8h2lPRPos'],11,1,True,0.74,0.742,2,-6.097,1,0.408,0.0148,0.0,0.0834,0.845,167.99599999999995,354894,4.0,1999,1999,18
4d4dYJ3BaZB3PeyrHsLGBT,I Can Hear the Sound,Angel of Awakening,51WsUkvnkM9BEZep7b62Tu,['Rick Pino'],['1qTF7MRkOV8LNFgxejBPD5'],2,1,False,0.431,0.629,1,-6.273,0,0.043,0.0737,7.51e-06,0.105,0.321,133.591,467853,4.0,2007,2007-04-22,19
4MfWwHyAnBGATWlzTg9U83,Dobro Ladies,Previously Unavailable,1sZ0TN65hqNUeWi65xjLZ7,['Michael Franks'],['0AVE7rDx4X9w0pW1XlN1om'],7,1,False,0.84,0.256,4,-19.147,1,0.043,0.758,0.000224,0.0987,0.875,109.226,169000,4.0,1991,1991-01-01,7
3QtkVl7ydg8JcY9M1c6wK6,Outbound Sound,... The Pity Party,2StbcOrjHdfGgSXcDE97Od,"['David Dondero', 'Andy LeMaster']","['7jur1Epb7EvLmmFDXF7alX', '1dzNcpfO3mxONyYYWIYMlU']",7,1,False,0.5429999999999999,0.902,9,-3.685,1,0.0315,0.0326,4.58e-06,0.4039999999999999,0.957,146.069,168693,4.0,1999,1999,0
3wMGnnvIp2m0iNeJA2ek8s,Concerto For Orchestra : Intrada,Lutoslawski: Concerto For Orchestra / 3 Poems By Henri Michaux / Mi-parti / Overture For Strings,3SyJzUb55wEge2QXTTXhA2,"['Polish National Radio Symphony Orchestra', 'Witold Lutosławski']","['62QURushyB5wug2XPwajwK', '5Ks8fS8lZJnTFbtvxkDOkM']",1,1,False,0.153,0.157,6,-19.831,0,0.0443,0.951,0.831,0.114,0.0983,70.274,437733,4.0,1998,1998-10-05,0
0Nhn4q9ohZQotpqMkiAc7d,Rainin' Inside,"High, Wide & Handsome",4H0a3ReflWKgF136lYsS7r,['The Trishas'],['4QM4r0qNvLsHzP5VbDKjfp'],11,1,False,0.6629999999999999,0.201,0,-9.888,1,0.0362,0.823,1.04e-05,0.1169999999999999,0.204,128.31799999999998,291893,4.0,2012,2012-08-07,9
4fiwdT3ll80XvK7qe51oyg,Sunflowers,Heartmouth,7vEdJ5whHYPLxp4dFV60b9,['Sam Behymer'],['3Fn6ZaHT45yNhS1D00lCyH'],6,1,False,0.44,0.0877,2,-16.154,1,0.0447,0.716,0.0,0.0983,0.168,183.625,218453,4.0,2009,2009-07-29,0
4XfnkiBTLwlAn3lrXts7FV,Wash My Hands of You,Upside Your Head,2PNdd7GFFSkHAAaUVpB1qN,['Jason Elmore & Hoodoo Witch'],['1uFfQvCccYkXyXlOoQdaKy'],10,1,False,0.296,0.7120000000000001,2,-13.005,1,0.0453,0.0275,8.7e-05,0.0361,0.7,152.643,251253,4.0,2010,2010-04-20,0
0bfGV9j0JiaYhmmFVZlCPb,Priceless,Priceless,3PAucB5Fgq7GeihcLK0rrY,['Frankie J'],['3sMYEBy0CZFxedcnm9i9hf'],2,1,False,0.7190000000000001,0.652,11,-5.683,0,0.0471,0.0619,0.0,0.0758,0.402,130.042,282000,4.0,2006,2006-10-17,17
2aWnK4vG4ZjXerQgUG2YWh,Red Moon,Hidden Sky,3wk7ZBXforqOnuVnfawUJd,['Jami Sieber'],['2HiFdG1OnetFCammlp2Feo'],5,1,False,0.675,0.213,0,-15.592,1,0.0405,0.908,0.852,0.107,0.58,104.944,323800,3.0,2004,2004-10-05,1
5PGASk88nuOPgxJPp7ISkS,How Am I to Know,Common Thread,4vcxpLZ9n4yEMsioN7YoCh,['Amanda Carr & The Kenny Hadley Big Band'],['236AMhjExABWfrEiUSlcU7'],13,1,False,0.337,0.228,10,-13.776,0,0.0269,0.92,0.845,0.1639999999999999,0.182,92.847,404747,4.0,2009,2009-10-20,0
2mnc8S9W19aZ5oZKZEOVGA,Give It Away (feat. Christen Zuch),Rob Szabo,3w1VobqhlF3rU6WMWCQAoK,['Rob Szabo'],['76ukvuJxmbMQxoiqO0TFCs'],8,1,False,0.5770000000000001,0.278,6,-9.161,1,0.0288,0.888,0.0,0.0988,0.64,165.863,158089,4.0,2011,2011-03-25,0
6yp3Hin2DxJbe4rQ8ZzGzk,Got To Be Love,"Calling, Calling",3wgH8gz5pgD60LIWlFfJQ8,['Screwdriver'],['13thtJQxuOAx20ysnGSmph'],14,1,False,0.726,0.746,6,-11.574000000000002,0,0.145,0.0197,0.0,0.296,0.7090000000000001,97.954,277027,4.0,2004,2004-01-01,0
5DQZ0VDkAhB51vEEFdtbp6,Beyond Avalon,Legends and Visions,3PN2R5KpNrxhOMyKeNRCwf,['Celtica Pipes Rock!'],['5KKFebZ6kNTBLxJkgk6yp7'],13,1,False,0.332,0.931,11,-4.356,1,0.0827,1e-05,0.906,0.11,0.461,167.983,224107,4.0,2014,2014-10-17,11
5oMog4HoYCbbV1aucVykj5,Long Ride - Infragandhi & Secta Chameleon Remix,Funk Fixes and Remixes,4tlNrGVKmyfUZJoj8yvIWa,"['Pimps of Joytime', 'Infragandhi', 'Secta Chameleon']","['6NPWjCsZUtFRognZKJm5N4', '1Yx1WJeihJgODBnaPs7DWp', '38XT22MeSgbfTwcCL9TQiZ']",13,1,False,0.82,0.659,11,-5.185,1,0.059,0.00596,0.0212,0.0574,0.6990000000000001,140.009,323972,4.0,2008,2008-11-18,4
00BmCCjJ45hXMDKjPHvPlS,Sieben Tage lang,Silberstreif am Horizont,4HJoV2Z6YEAYmV0tSEqJoK,['City'],['7JRN2zE9GRXmVLj2UgNWtN'],12,1,False,0.593,0.863,2,-5.559,1,0.0304,0.00501,0.0,0.341,0.773,115.946,238800,3.0,2004,2004-09-27,19
3sjBt7xPY4Ni7XZuUmy48O,Beautiful Beat,Lucky,6S2BHwv4lFFqzDKXsq2pwP,['Nada Surf'],['11zHPjHnZN0ACA50rSnTcy'],3,1,False,0.37,0.823,6,-5.922999999999999,1,0.0329,0.000136,0.00326,0.131,0.54,199.997,278480,4.0,2008,2008,30
2sJME14qapiLfxBYUOr1qU,Elektrik Love,The Velvet Hour,3Hg5aKiBtjTvHfAwzzeCcJ,['Somegirl'],['622npgpbeV4qVEn9CNwpKM'],6,1,False,0.67,0.8170000000000001,0,-9.202,0,0.0237,0.0343,0.0688,0.31,0.591,100.023,269693,4.0,2008,2008-01-01,0
2obEHmmSHuNsn6fuibsOpu,Heart Of Gold,Their Most Beautiful Ballads,4vrUEawiWDhntHRdxseDy3,['Boney M.'],['54R6Y0I7jGUCveDTtI21nb'],5,1,False,0.529,0.775,9,-6.892,0,0.0599,0.191,0.0002089999999999,0.584,0.3879999999999999,95.544,214667,4.0,2000,2000-11-13,7
74hpO9h4PYyG6KLvtWBc33,Signs - Rødhåd Remix,Signs Remixes,4R40pbFfmxhbgXHS56OJgD,"['Howling', 'RY X', 'Frank Wiedemann', 'Rødhåd']","['3WTWOrIS77vY3hkCFqTyIw', '2KjAo6wVc9d2WcxdxSArpV', '1gbnoyNZEf6K9HytIv1D94', '2hjOQqLAZDVolzxNhnSK2h']",1,1,False,0.782,0.759,5,-11.227,0,0.0446,0.0028699999999999,0.872,0.171,0.31,126.019,472722,4.0,2015,2015-03-09,27
0hApqDO1ADWCekEGJrOCzu,(666) Devil Got Your Mother,Eponymous,7j7c1z14MFLAdIcDIHKElw,['The Brain Surgeons'],['113yewyC7hctX0iRv4DFxd'],10,1,False,0.585,0.769,4,-9.844,0,0.0419,0.000772,0.00115,0.511,0.1119999999999999,123.149,222133,4.0,1994,1994-01-01,0
4NzrpAbcg8mmfnEoQV9NO5,Dear Companion,Far From The Lowlands,3SoTfbFwxZOJWfJ0mqTeSX,['Judy Cook'],['0glaCAdRy3H7JLqK87d26J'],3,1,False,0.7909999999999999,0.0127,6,-20.697,0,0.293,0.954,0.0,0.103,0.416,50.717,109253,3.0,2000,2000,0
3baVV9UGj4aTTgqtJTafHt,Sonata in G Major: Entree,"Johann Kropfgans (1708-c.1770): Lute Concerto, Sonatas & Divertimentos",1I4CfK5WYc22aTBQXpIelm,"['Johann Kropfgans', 'John Schneiderman, Lute (Galanterie)']","['4vzykxYWeRDbI9U9oKXP3m', '2GcJYWnKNZqqMTkyJWUHGe']",1,1,False,0.513,0.0789,6,-21.965,1,0.037,0.975,0.31,0.124,0.531,104.389,243827,4.0,2005,2005-01-01,0
5vnY3cSjMbEseW547ScY3k,Loosen the Soup,Redux,5crHS41oscaDeeQi8VT0o3,['Sycamore Smith'],['0lNlTJ11AM3oznn9oyhuyI'],2,1,False,0.52,0.474,9,-6.029,0,0.0398,0.642,0.0,0.226,0.8059999999999999,139.61700000000002,147827,4.0,2011,2011-11-22,5
2T8Ou5RH7gIagoAtOgPI76,Dr. Greenthumb,IV,4c5mLv41TagCKTyBKul3x1,['Cypress Hill'],['4P0dddbxPil35MNN9G2MEX'],11,1,False,0.7829999999999999,0.462,10,-12.537,0,0.534,0.109,0.000468,0.171,0.352,103.968,248440,4.0,1998,1998-10-06,5
5jG9PX7LG4Pfu7gaIa1hHE,Witchdance,Neverending Journey,6Kp8HtF6i5yMWe4oFuEjHq,['Greenrose Faire'],['0Szqq58WQaABAqKy7U19JZ'],4,1,False,0.603,0.81,1,-9.29,0,0.0411,0.254,3.14e-06,0.0484,0.8740000000000001,155.004,221773,4.0,2011,2011-09-21,2
7ykEpbJZ9kpsDvTXHXORes,Don't Know Where I'm Going,Regurgitation,5uTJT6ziU5LqTc8eCvuVDW,['Tuff'],['0p0lmjUqwcgKKrT9DLr4hC'],16,1,False,0.3979999999999999,0.6970000000000001,8,-5.097,1,0.0371,0.0511,0.7440000000000001,0.0936,0.419,119.996,241733,4.0,2008,2008-12-08,0
293rH5eOB0ZAFbgTQvkyLI,Chick Singers,Fifty Eggs,4dzGfLQ0I6HBhtUmCXN8oa,['Dan Bern'],['73CZu9benZbhuQwq2NDuWL'],6,1,False,0.4039999999999999,0.8370000000000001,7,-5.726,1,0.107,0.016,0.0,0.273,0.6579999999999999,154.739,157133,4.0,1998,1998-03-31,2
3PEP4lxaRt3nwtJPvb5anI,"3 Canciones populares mexicanas: No. 1, La pajarera","50th Anniversary Michele Pittaluga Guitar Competition, Alessandria (Laureates 2006-2015)",5ahO2q2kkO69qAIvR5T9E4,"['Manuel Ponce', 'Cecilio Perera']","['3sam97auWZppQpYU1HWNxK', '6DVPqGk0KYbHvNCl2M8Rib']",9,1,False,0.4370000000000001,0.121,4,-24.269,1,0.0473,0.993,0.909,0.0786,0.341,84.405,78800,4.0,2017,2017-09-08,4
4Ye4VJlktPTaQ1mK8s6vC0,In A Lifetime,Macalla,74d6cLBFnmuefR8MIhd5ge,"['Clannad', 'Bono']","['0BkAYxgwF9VQiid4wI07yJ', '0m2Wc2gfNUWaAuBK7URPIJ']",4,1,False,0.444,0.3829999999999999,2,-15.977,0,0.0346,0.6609999999999999,0.00052,0.0656,0.297,133.935,191827,4.0,1986,1986-06-02,12
6YsvQ1KEN4fvvR4uKH2xmy,You Left Me Sore - 2015 Remaster,The Complete Bearsville Album Collection,5p43J4SjZxpKxMchXh6TRm,['Todd Rundgren'],['0Lpr5wXzWLtDWm1SjNbpPb'],24,3,False,0.584,0.408,2,-12.734000000000002,1,0.0657,0.239,0.0,0.357,0.728,98.217,193667,4.0,2016,2016-02-26,14
6SHuI21XUKSIaDR1s3XbOy,Letter Perfect,Original Album Series,4LMF2vyX4oh71VDSElfGus,['Al Jarreau'],['3YR92OLKlvkK5oKNekSqXe'],7,1,False,0.603,0.387,1,-15.457,1,0.0347,0.309,7.82e-05,0.102,0.665,130.69,258307,4.0,2011,2011,1
59Zl5fFDhkGhFv0TGeyqbv,Black Dog - Basic Track with Guitar Overdubs,Led Zeppelin IV (Deluxe Edition),44Ig8dzqOkvkGDzaUof9lK,['Led Zeppelin'],['36QJpDe2go2KgaRleHCDTp'],1,2,False,0.418,0.6559999999999999,2,-9.908,1,0.0522,0.291,0.0119,0.113,0.6609999999999999,80.87100000000002,274640,4.0,1971,1971-11-08,45
6Jvm58TFQHM2GWvKFmKDv4,Music of the Night,One Chance,02sw2Hl2NWJq4Zc1yEkxX3,"['Andrew Lloyd Webber', 'Charles Hart', 'Richard Stilgoe', 'Paul Potts', 'David Snell']","['4aP1lp10BRYZO658B2NwkG', '6IFUhDPbZkH4ytZZDiu0x4', '17peneSLV6CavfRbQEACCu', '68klHWrqL5uWq2Qjqaz46j', '47BWEfq4CgZGZ1wXdwsMNG']",10,1,False,0.233,0.296,1,-9.599,1,0.0355,0.83,5.84e-06,0.105,0.12,140.172,318213,3.0,2007,2007-07-13,16
7hE9slPj5tAwMG1jx7X1We,We Are Hearts,The Tiny Life,7bnmHQn1W9QEZsNLNs9l3s,['Honor Finnegan'],['1Za0HNSxcl3loAOMapTSno'],3,1,False,0.583,0.271,0,-9.845,1,0.0279999999999999,0.917,0.0,0.11,0.122,98.985,259573,4.0,2012,2012-01-09,0
2TPExbMCQe3gPnbyiQtpvF,Go-T King,Rock Album of The Year: Hawaii Islands Collection 2001-2002,3qLiZu5M4AMKQ15MDZSSar,['Da Hobras'],['3oHxGLahezpOrnnsyMDuV9'],29,1,False,0.523,0.983,5,-3.125,0,0.1,0.0892,0.7,0.0922,0.6559999999999999,90.5,123360,4.0,2002,2002-02-03,0
4dA72ANY5nLg7L9FnwEXbB,Earth Songs: No. 6. Smile O Voluptuous Cool-Breath'd Earth!,Chatman: Earth Songs,3PTqG4OVxn7wB5cSGS4Pdk,"['Jane Long', 'University of British Columbia Choir', 'CBC Radio Orchestra', 'Alain Trudel']","['044BhDOpmMFI7GsnKBAOsI', '7u9JPpTH9te2CnddSqtuCF', '2hHapL7xSbX3x2SaovvCad', '761hGvYntTnBh3hPk7pKV4']",6,1,False,0.159,0.1689999999999999,7,-17.212,1,0.0382,0.915,0.906,0.847,0.0393,132.27700000000002,340280,4.0,2012,2012-08-07,0
2dB5Th3ogSbEDLPyrl1Afj,Natural Anthem - Remastered,Give Up (Deluxe 10th Anniversary Edition),5MoaDbFw4nrm2P7Om1on3b,['The Postal Service'],['5yV1qdnmxyIYiSFB02wpDj'],10,1,False,0.357,0.7959999999999999,1,-6.934,0,0.103,0.000489,0.75,0.129,0.123,170.049,308120,4.0,2003,2003-02-19,38
3uebrIaxzF8D5255U4PjiX,California On My Mind - Explicit Album Version,California On My Mind,0dc1ZS6NilTzGd429iPRcy,['Wild Light'],['1D0wqRH4CpHi61RiiEWAaE'],1,1,True,0.525,0.7659999999999999,2,-4.788,1,0.0277,0.000496,0.0,0.1969999999999999,0.4579999999999999,111.208,151373,4.0,2008,2008-12-09,2
4fs0yYCL3KYUlNNsJykSNA,H-Town,Thought of Many Ways,50gFi6TLYtIQ3t0D7nzJnp,"['Botany Boyz', 'Lil Keke', 'Big Moe']","['49rH1OsO47Bo2UibC6Se4Q', '1grI9x4Uzos1Asx8JmRW6T', '4Yj490bi1KL0QpDnVOtHyr']",9,1,True,0.7240000000000001,0.541,0,-9.401,1,0.33,0.0752,0.0,0.146,0.6809999999999999,178.27,295227,4.0,1997,1997-05-13,16
7GUnlZT6wCcGm1cf89JohF,If I Had A Boat,State of Grace,2Gnsx4WBoyFCNAfgbBFqOW,['The Holmes Brothers'],['7Ks9lt2zomYkmOeLv0PbHW'],8,1,False,0.53,0.472,4,-8.602,1,0.046,0.846,0.0,0.142,0.828,97.401,186000,4.0,2007,2007,4
5K2YYvVAkYYyexlgB4XUxI,Pursuit,Dig Deeper,6ooLNUbOjOpWM0FW7qmnOE,['Jivestone'],['6LACKCvhIeip6lyqy1N4Hi'],1,1,False,0.579,0.6759999999999999,2,-5.273,1,0.0776,0.3329999999999999,0.0112,0.258,0.506,120.96,317040,4.0,2006,2006-01-01,0
6nANzjxERZhQNg8O7Fvod1,Green Onions - Live At The Palms,The Memphis Tour (Live),4JV1kMLgaYEGkZdxuuJJUf,['Guy Sebastian'],['5PjekOABtfU2Kwo0AHVmci'],9,1,False,0.359,0.8590000000000001,9,-6.006,1,0.045,0.0075299999999999,0.821,0.882,0.551,157.017,305653,4.0,2008,2008-05-03,6
5Rjrkd5NJPVE6ENJGYZrCC,Ballad Of A Teenage Queen - mono,The Essential Johnny Cash,4E2eUhFHqTG2pu9MN1NDIF,['Johnny Cash'],['6kACVPfCOnqzgfEF5ryl0x'],6,1,False,0.679,0.556,6,-7.31,1,0.0477,0.6579999999999999,0.0,0.223,0.5529999999999999,97.833,129867,4.0,2002,2002-02-12,0
3ihfmTnyMCh02ExxRH1Ikp,Disaster,Mind-Reader,79N537nsM3nFkotzv4FvjE,['Strength'],['542GGTkoaNgZykumWTZ3ob'],3,1,False,0.498,0.995,11,-2.806,0,0.05,0.0004,0.00218,0.144,0.925,98.864,122867,4.0,2010,2010-09-14,0
7JpiaKqjoMguVU7KYO3Vck,"La Purpura della Rosa: El Amor de Venus y Adonis: Loa: Viva, Viva!",La Purpura Della Rosa,2Yy40yHzGn915eGu2zW0fq,"['The Harp Consort', 'Andrew Lawrence-King']","['3CEB3ot8CDIWKFzBRJvJ4n', '3IaOjT4uvherNQzpFMKiEu']",4,1,False,0.216,0.295,7,-18.962,1,0.0438,0.904,0.0019199999999999,0.517,0.504,174.868,143440,3.0,1998,1998-05-03,2
4B4oYXzFxTiWJ24iH07wHG,Little Serenade,Tomlinson: Silverthorn Suite / Little Serenade,5zPuvnyWL8hI9H8ZmQyjaz,"['Ernest Tomlinson', 'Slovak Radio Symphony Orchestra']","['7wd8XZb1G0c5ZfY7bIGm0X', '428GNN7qZnTsMaK3SfPo6D']",1,1,False,0.179,0.0186,9,-30.563,1,0.0404,0.897,0.672,0.129,0.17,142.582,203360,4.0,1992,1992-06-01,11
40F3Gvlyys0vXh1Wpj7wAA,"Symphony No. 6 in A Major, WAB 106 (ed. R. Haas): III. Scherzo - Trio","Bruckner, A.: Symphony No. 6 (Staatskapelle Dresden Edition, Vol. 14)",0Vpx0mMR7fFXDbJWRUtz7C,"['Anton Bruckner', 'Staatskapelle Dresden', 'Bernard Haitink']","['2bM3j1JQWBkmzuoZKu4zj2', '3Vfvyx6OouTxYU3emXonW7', '13F9LNBUeRx3FYLr96Bge1']",3,1,False,0.208,0.141,5,-18.677,1,0.0512,0.964,0.6629999999999999,0.0717,0.106,87.03200000000002,516187,4.0,2006,2006-01-01,0
1SamR5QUv16cu7A7X4vFdW,Wear Your Red Dress,"Raw, Raw, Rough!",7Mb8KdpORTvEQTZM7XTCt0,['Barrence Whitfield'],['0Jfpb1z2hTYVLQkbXxx9Bo'],3,1,False,0.5820000000000001,0.809,7,-5.162000000000001,1,0.0576,0.3229999999999999,0.0,0.0466,0.89,121.331,182293,4.0,2009,2009-04-13,1
1zlhITCpyVOBAvrTZQMpMB,Summer Sonnet,Choral Songs on Shakespeare Texts,5ofpqdepFH3te5pn8xLH9g,"['Kevin Olson', 'Trevor Mitchell']","['3QkQ7rsvMMh5Hstjiy4Y8j', '4bi3m9yYc1SkFjUfBkd3C0']",1,1,False,0.313,0.152,5,-23.404,0,0.0459,0.98,0.0242,0.252,0.248,118.553,289667,4.0,2000,2000-01-01,0
6wfoAtgaAOMwWFge2DWIGg,Frere Jacques,Homage To Art,0c61PsfYP7XPsKIreKODP4,['Ray Barretto'],['2h4ndKS2vRWeFLpq8ARu0D'],6,1,False,0.481,0.8029999999999999,0,-6.424,0,0.0792,0.4679999999999999,0.3929999999999999,0.115,0.6990000000000001,128.381,338507,4.0,2003,2003-04-01,0
